7,0,2441
7,1,1785
7,2,1367
7,3,931
7,4,769
7,5,582
7,6,423
7,7,687
7,8,1040
7,9,1252
7,10,1398
7,11,1580
7,12,1713
7,13,1788
7,14,2069
7,15,2001
7,16,2178
7,17,2479
7,18,2881
7,19,3393
7,20,3166
7,21,3054
7,22,2872
7,23,2228
25,0,500
25,1,292
25,2,119
25,3,50
25,4,41
25,5,33
25,6,27
25,7,41
25,8,123
25,9,164
25,10,327
25,11,477
25,12,512
25,13,515
25,14,490
25,15,681
25,16,735
25,17,929
25,18,1076
25,19,1180
25,20,1221
25,21,1024
25,22,956
25,23,578
33,0,138
33,1,70
33,2,24
33,3,18
33,4,4
33,5,42
33,6,231
33,7,662
33,8,1159
33,9,1385
33,10,1001
33,11,874
33,12,864
33,13,703
33,14,836
33,15,947
33,16,893
33,17,1073
33,18,1180
33,19,1061
33,20,698
33,21,500
33,22,434
33,23,191
41,0,1699
41,1,825
41,2,462
41,3,281
41,4,134
41,5,263
41,6,591
41,7,1507
41,8,2854
41,9,3277
41,10,2863
41,11,2828
41,12,2902
41,13,2830
41,14,3179
41,15,3251
41,16,3060
41,17,3175
41,18,3595
41,19,3498
41,20,2974
41,21,2774
41,22,2827
41,23,1703
42,0,546
42,1,373
42,2,217
42,3,159
42,4,97
42,5,104
42,6,319
42,7,1177
42,8,1507
42,9,1321
42,10,1112
42,11,1114
42,12,1053
42,13,987
42,14,1094
42,15,1125
42,16,1094
42,17,1106
42,18,1233
42,19,1179
42,20,984
42,21,910
42,22,850
42,23,726
49,0,166
49,1,134
49,2,67
49,3,34
49,4,30
49,5,15
49,6,68
49,7,103
49,8,242
49,9,256
49,10,159
49,11,189
49,12,144
49,13,145
49,14,177
49,15,215
49,16,268
49,17,292
49,18,346
49,19,323
49,20,310
49,21,295
49,22,304
49,23,219
65,0,141
65,1,99
65,2,37
65,3,18
65,4,12
65,5,14
65,6,31
65,7,50
65,8,119
65,9,179
65,10,247
65,11,338
65,12,378
65,13,334
65,14,430
65,15,535
65,16,725
65,17,813
65,18,944
65,19,975
65,20,729
65,21,510
65,22,287
65,23,218
66,0,166
66,1,25
66,2,9
66,3,8
66,4,3
66,5,43
66,6,287
66,7,892
66,8,1276
66,9,790
66,10,437
66,11,455
66,12,486
66,13,433
66,14,585
66,15,525
66,16,614
66,17,1133
66,18,1757
66,19,1679
66,20,1116
66,21,843
66,22,494
66,23,208
74,0,1015
74,1,354
74,2,119
74,3,119
74,4,99
74,5,319
74,6,1793
74,7,3483
74,8,4723
74,9,4798
74,10,4376
74,11,3751
74,12,3709
74,13,3669
74,14,3771
74,15,3812
74,16,3811
74,17,4039
74,18,5016
74,19,4116
74,20,3032
74,21,2864
74,22,1752
74,23,1108
75,0,544
75,1,180
75,2,79
75,3,46
75,4,87
75,5,312
75,6,962
75,7,2048
75,8,2433
75,9,2543
75,10,2854
75,11,2841
75,12,2688
75,13,2594
75,14,3180
75,15,4045
75,16,4881
75,17,4879
75,18,4054
75,19,3154
75,20,1871
75,21,1205
75,22,922
