75,23,667
82,0,2188
82,1,1556
82,2,1058
82,3,813
82,4,839
82,5,477
82,6,225
82,7,180
82,8,293
82,9,478
82,10,712
82,11,985
82,12,1393
82,13,1569
82,14,2067
82,15,2255
82,16,2557
82,17,2996
82,18,3103
82,19,3395
82,20,3374
82,21,2953
82,22,2304
82,23,1897
95,0,847
95,1,503
95,2,257
95,3,107
95,4,76
95,5,91
95,6,68
95,7,227
95,8,358
95,9,343
95,10,335
95,11,357
95,12,384
95,13,414
95,14,459
95,15,622
95,16,660
95,17,839
95,18,1177
95,19,1126
95,20,988
95,21,851
95,22,1075
95,23,818
97,0,460
97,1,168
97,2,58
97,3,22
97,4,13
97,5,32
97,6,75
97,7,206
97,8,336
97,9,421
97,10,453
97,11,459
97,12,505
97,13,558
97,14,729
97,15,857
97,16,1098
97,17,1202
97,18,1662
97,19,1587
97,20,1502
97,21,1794
97,22,1380
97,23,784
112,0,435
112,1,492
112,2,322
112,3,237
112,4,153
112,5,42
112,6,32
112,7,28
112,8,59
112,9,69
112,10,58
112,11,49
112,12,56
112,13,41
112,14,57
112,15,75
112,16,123
112,17,136
112,18,178
112,19,253
112,20,258
112,21,367
112,22,493
112,23,487
116,0,93
116,1,87
116,2,51
116,3,36
116,4,44
116,5,81
116,6,187
116,7,270
116,8,441
116,9,427
116,10,293
116,11,232
116,12,201
116,13,182
116,14,222
116,15,201
116,16,194
116,17,215
116,18,248
116,19,230
116,20,193
116,21,135
116,22,138
116,23,94
129,0,902
129,1,968
129,2,885
129,3,946
129,4,1258
129,5,403
129,6,113
129,7,163
129,8,236
129,9,290
129,10,307
129,11,381
129,12,344
129,13,410
129,14,440
129,15,504
129,16,710
129,17,732
129,18,858
129,19,891
129,20,903
129,21,792
129,22,872
129,23,916
130,0,376
130,1,300
130,2,61
130,3,58
130,4,33
130,5,62
130,6,90
130,7,114
130,8,192
130,9,173
130,10,156
130,11,155
130,12,150
130,13,174
130,14,210
130,15,243
130,16,294
130,17,423
130,18,514
130,19,516
130,20,504
130,21,448
130,22,518
130,23,535
145,0,132
145,1,89
145,2,48
145,3,29
145,4,77
145,5,222
145,6,399
145,7,470
145,8,689
145,9,719
145,10,410
145,11,325
145,12,271
145,13,272
145,14,188
145,15,253
145,16,246
145,17,234
145,18,272
145,19,291
145,20,239
145,21,227
145,22,209
145,23,129
166,0,222
166,1,83
166,2,51
166,3,23
166,4,34
166,5,41
166,6,109
166,7,380
166,8,1009
166,9,1415
166,10,1268
166,11,1272
166,12,1343
166,13,1562
166,14,1691
166,15,2323
166,16,2725
166,17,2809
166,18,2420
166,19,1820
166,20,1533
166,21,1010
166,22,589
166,23,276
181,0,763
181,1,281
181,2,114
181,3,60
181,4,25
181,5,43
181,6,82
181,7,178
181,8,461
181,9,377
181,10,407
181,11,545
181,12,591
181,13,567
181,14,705
181,15,788
181,16,893
181,17,1080
181,18,1583
181,19,1566
181,20,1739
181,21,1824
181,22,2019
181,23,1011
223,0,305
223,1,218
223,2,130
223,3,100
223,4,76
223,5,102
223,6,104
223,7,187
223,8,279
223,9,285
223,10,270
223,11,296
223,12,279
223,13,294
223,14,265
223,15,313
223,16,382
223,17,527
223,18,580
223,19,560
223,20,471
223,21,376
223,22,461
223,23,379
244,0,294
244,1,103
244,2,61
244,3,39
244,4,43
244,5,121
244,6,260
244,7,436
244,8,622
244,9,807
244,10,996
244,11,1062
244,12,1074
244,13,1055
244,14,1201
244,15,1242
244,16,1238
244,17,1332
244,18,996
244,19,874
244,20,602
244,21,474
244,22,370
244,23,221
255,0,5166
255,1,5006
255,2,4083
255,3,3179
255,4,2393
255,5,1003
255,6,101
255,7,31
255,8,58
255,9,95
255,10,79
255,11,92
255,12,136
255,13,145
255,14,185
255,15,236
255,16,416
255,17,721
255,18,1322
255,19,1810
255,20,2669
255,21,3351
255,22,4396
255,23,4095
256,0,586
256,1,1153
256,2,1108
256,3,875
256,4,414
256,5,56
256,6,16
256,7,10
256,8,16
256,9,33
256,10,34
256,11,24
256,12,24
256,13,28
256,14,34
256,15,42
256,16,52
256,17,97
256,18,112
256,19,141
256,20,194
256,21,298
256,22,442
256,23,556
260,0,322
260,1,290
260,2,255
260,3,255
260,4,166
260,5,100
260,6,47
260,7,95
260,8,147
260,9,199
260,10,193
260,11,225
260,12,214
260,13,214
260,14,275
260,15,346
260,16,449
260,17,571
260,18,693
260,19,713
260,20,669
260,21,687
260,22,535
260,23,367
