181,5,257
181,6,402
181,7,1189
181,8,2407
181,9,2298
181,10,2446
181,11,2795
181,12,2950
181,13,2802
181,14,3413
181,15,4221
181,16,4463
181,17,5126
181,18,6316
181,19,6224
181,20,5934
181,21,6051
181,22,6051
181,23,3835
223,0,1875
223,1,1315
223,2,917
223,3,668
223,4,592
223,5,509
223,6,603
223,7,1124
223,8,1785
223,9,1835
223,10,1585
223,11,1778
223,12,1627
223,13,1723
223,14,1855
223,15,2089
223,16,2498
223,17,2914
223,18,3364
223,19,3108
223,20,2768
223,21,2438
223,22,2378
223,23,1936
244,0,1264
244,1,785
244,2,514
244,3,366
244,4,417
244,5,489
244,6,893
244,7,1895
244,8,2721
244,9,2821
244,10,2866
244,11,3134
244,12,3168
244,13,3096
244,14,3429
244,15,3728
244,16,3814
244,17,3902
244,18,3386
244,19,3065
244,20,2370
244,21,1986
244,22,1753
244,23,1281
255,0,8423
255,1,7911
255,2,6804
255,3,5513
255,4,4034
255,5,1718
255,6,659
255,7,437
255,8,683
255,9,877
255,10,940
255,11,1018
255,12,1135
255,13,1246
255,14,1452
255,15,1770
255,16,2426
255,17,3228
255,18,4639
255,19,5466
255,20,5886
255,21,6620
255,22,7463
255,23,6497
256,0,3833
256,1,4147
256,2,3732
256,3,3096
256,4,1861
256,5,542
256,6,238
256,7,209
256,8,333
256,9,393
256,10,371
256,11,399
256,12,397
256,13,437
256,14,539
256,15,590
256,16,684
256,17,807
256,18,1217
256,19,1353
256,20,1681
256,21,2035
256,22,2745
256,23,2715
260,0,2195
260,1,1821
260,2,1426
260,3,1413
260,4,1273
260,5,625
260,6,546
260,7,877
260,8,1350
260,9,1542
260,10,1498
260,11,1668
260,12,1779
260,13,1896
260,14,2065
260,15,2381
260,16,2886
260,17,3342
260,18,4015
260,19,3942
260,20,3535
260,21,3296
260,22,2805
260,23,2256
