7,0,5415
7,1,4394
7,2,3424
7,3,2627
7,4,2306
7,5,1377
7,6,1432
7,7,2475
7,8,3735
7,9,4209
7,10,4476
7,11,4677
7,12,4710
7,13,4766
7,14,5403
7,15,5715
7,16,6347
7,17,7178
7,18,8148
7,19,8497
7,20,7393
7,21,7095
7,22,6661
7,23,5207
25,0,2701
25,1,1870
25,2,1017
25,3,586
25,4,403
25,5,240
25,6,346
25,7,634
25,8,1210
25,9,1566
25,10,1954
25,11,2447
25,12,2569
25,13,2454
25,14,2789
25,15,3377
25,16,3670
25,17,4335
25,18,5090
25,19,5018
25,20,4710
25,21,4168
25,22,3960
25,23,2650
33,0,1220
33,1,682
33,2,282
33,3,132
33,4,99
33,5,231
33,6,679
33,7,1842
33,8,3164
33,9,3849
33,10,3219
33,11,3096
33,12,3153
33,13,2849
33,14,3204
33,15,3717
33,16,3915
33,17,4465
33,18,4856
33,19,4550
33,20,3668
33,21,3188
33,22,2632
33,23,1437
41,0,4179
41,1,2850
41,2,1945
41,3,1309
41,4,781
41,5,797
41,6,1561
41,7,4244
41,8,6520
41,9,6976
41,10,6404
41,11,6094
41,12,6091
41,13,6203
41,14,6961
41,15,7626
41,16,7662
41,17,8205
41,18,9119
41,19,8613
41,20,7374
41,21,7211
41,22,6736
41,23,4596
42,0,2581
42,1,1861
42,2,1223
42,3,806
42,4,620
42,5,525
42,6,1291
42,7,3658
42,8,5173
42,9,4979
42,10,4243
42,11,4110
42,12,3936
42,13,3942
42,14,4288
42,15,4400
42,16,4450
42,17,4676
42,18,5015
42,19,4868
42,20,4366
42,21,3968
42,22,3618
42,23,2787
49,0,1537
49,1,1045
49,2,667
49,3,451
49,4,334
49,5,248
49,6,498
49,7,1042
49,8,1952
49,9,1945
49,10,1621
49,11,1660
49,12,1483
49,13,1373
49,14,1520
49,15,1776
49,16,1852
49,17,2066
49,18,2340
49,19,2427
49,20,2088
49,21,1962
49,22,1984
49,23,1508
65,0,1387
65,1,851
65,2,486
65,3,222
65,4,182
65,5,150
65,6,303
65,7,663
65,8,1202
65,9,1574
65,10,1860
65,11,2209
65,12,2340
65,13,2171
65,14,2641
65,15,3170
65,16,3626
65,17,4252
65,18,4740
65,19,4578
65,20,3585
65,21,3041
65,22,2173
65,23,1552
66,0,898
66,1,334
66,2,130
66,3,48
66,4,96
66,5,210
66,6,746
66,7,2044
66,8,3237
66,9,2595
66,10,1909
66,11,1862
66,12,1959
66,13,1949
66,14,2349
66,15,2469
66,16,2809
66,17,3807
66,18,4732
66,19,4347
66,20,3535
66,21,2914
66,22,2359
66,23,1307
74,0,3084
74,1,1806
74,2,892
74,3,631
74,4,588
74,5,993
74,6,3169
74,7,6239
74,8,8484
74,9,8578
74,10,8083
74,11,7017
74,12,7065
74,13,6993
74,14,7532
74,15,8016
74,16,8660
74,17,9385
74,18,10605
74,19,9573
74,20,7572
74,21,7048
74,22,5525
74,23,3720
75,0,1791
75,1,1081
75,2,616
75,3,417
75,4,444
75,5,945
75,6,2132
75,7,4852
75,8,6438
75,9,6865
75,10,6746
75,11,6568
75,12,6563
75,13,6427
75,14,7457
75,15,8834
75,16,9922
75,17,10245
75,18,9595
75,19,8133
75,20,5980
75,21,4548
75,22,3691
75,23,2534
82,0,4976
82,1,4006
82,2,2786
82,3,2392
82,4,2392
82,5,1278
82,6,907
82,7,1248
82,8,1638
82,9,2174
82,10,2599
82,11,3226
82,12,3637
82,13,4068
82,14,4964
82,15,5476
82,16,6282
82,17,7388
82,18,7767
82,19,7675
82,20,7297
82,21,6750
82,22,5673
82,23,4491
95,0,2830
95,1,2056
95,2,1135
95,3,798
95,4,609
95,5,439
95,6,543
95,7,1172
95,8,1775
95,9,1867
95,10,1753
95,11,1907
95,12,2089
95,13,2389
95,14,2556
95,15,3106
95,16,3530
95,17,4078
95,18,4929
95,19,4733
95,20,4131
95,21,3836
95,22,3832
95,23,2905
97,0,2448
97,1,1339
97,2,615
97,3,356
97,4,214
97,5,257
97,6,690
97,7,1521
97,8,2306
97,9,2542
97,10,2560
97,11,2720
97,12,2752
97,13,2862
97,14,3567
97,15,4133
97,16,4690
97,17,5278
97,18,6172
97,19,6141
97,20,5611
97,21,5737
97,22,5071
97,23,3338
112,0,3064
112,1,2752
112,2,2220
112,3,1656
112,4,1103
112,5,524
112,6,354
112,7,432
112,8,698
112,9,813
112,10,763
112,11,745
112,12,771
112,13,725
112,14,791
112,15,909
112,16,1033
112,17,1218
112,18,1685
112,19,1946
112,20,1966
112,21,2368
112,22,2725
112,23,2596
116,0,942
116,1,798
116,2,521
116,3,437
116,4,391
116,5,515
116,6,975
116,7,1878
116,8,2642
116,9,2673
116,10,2177
116,11,1876
116,12,1715
116,13,1700
116,14,1805
116,15,1763
116,16,1671
116,17,1643
116,18,1748
116,19,1699
116,20,1435
116,21,1341
116,22,1270
116,23,937
129,0,3469
129,1,3138
129,2,2605
129,3,2485
129,4,2957
129,5,1308
129,6,849
129,7,1369
129,8,1719
129,9,1978
129,10,2019
129,11,2211
129,12,2095
129,13,2288
129,14,2488
129,15,2894
129,16,3304
129,17,3735
129,18,4033
129,19,4021
129,20,3565
129,21,3224
129,22,3318
129,23,2943
130,0,1441
130,1,1220
130,2,494
130,3,383
130,4,217
130,5,217
130,6,406
130,7,720
130,8,1136
130,9,1068
130,10,996
130,11,876
130,12,896
130,13,1048
130,14,1362
130,15,1423
130,16,1677
130,17,2172
130,18,2518
130,19,2332
130,20,2182
130,21,1974
130,22,2078
130,23,1783
145,0,1327
145,1,881
145,2,543
145,3,338
145,4,390
145,5,728
145,6,1231
145,7,1726
145,8,2525
145,9,2541
145,10,2015
145,11,1718
145,12,1533
145,13,1405
145,14,1341
145,15,1366
145,16,1530
145,17,1770
145,18,2065
145,19,2035
145,20,1806
145,21,1564
145,22,1550
145,23,1232
166,0,1523
166,1,830
166,2,535
166,3,337
166,4,313
166,5,316
166,6,745
166,7,2189
166,8,4144
166,9,4935
166,10,4457
166,11,4432
166,12,4667
166,13,4872
166,14,5490
166,15,6820
166,16,7530
166,17,7964
166,18,7569
166,19,6597
166,20,5558
166,21,4475
166,22,3280
166,23,1981
181,0,3300
181,1,2005
181,2,1243
181,3,668
181,4,443
